774,4,0
4966,2,0
4969,3,0
4970,3,0
4971,3,0
4972,3,0
4973,1,0
4974,1,0
4975,1,0
4976,1,0
4977,1,0
4979,1,0
4980,4,0
4982,2,0
4983,1,0
4984,1,0
4985,1,0
4988,3,0
4992,7,0
4994,7,0
4995,7,0
4996,7,0
5003,4,0
5004,4,0
5005,4,0
5006,2,0
5008,7,0
5009,7,0
5013,2,0
5015,2,0
5016,2,0
5018,2,0
5019,2,0
5020,2,0
5021,2,0
5022,2,0
5023,2,0
5025,2,0
5028,2,0
5030,7,0
5031,7,0
5032,7,0
5034,1,0
5038,3,0
5039,3,0
5041,1,0
5043,6,0
5046,4,0
5048,4,0
5049,4,0
5050,4,0
5052,5,0
5053,5,0
5054,5,0
5055,5,0
5056,6,0
5057,6,0
5058,5,0
5059,5,0
5060,5,0
5061,5,0
5062,5,0
5063,2,0
5064,2,0
5065,1,0
5066,1,0
5067,1,0
5068,1,0
5069,1,0
5070,7,0
5071,7,0
5072,7,0
5073,7,0
5075,7,0
5076,7,0
5077,7,0
5078,7,0
5080,2,0
5081,2,0
5082,2,0
5083,2,0
5085,3,0
5088,3,0
5089,3,0
5090,3,0
5091,3,0
5092,3,0
5094,4,0
5096,4,0
5097,2,0
5098,1,0
5099,1,0
5101,5,0
5102,6,0
5103,6,0
5104,6,0
5105,1,0
5106,1,0
5107,1,0
5108,7,0
5109,7,0
5110,7,0
5111,7,0
5112,7,0
5113,7,0
5114,3,0
5124,1,0
5126,0,1
5131,4,0
5140,2,0
5141,2,0
5142,2,0
5143,5,0
5145,5,0
5146,5,0
5147,5,0
5148,5,0
5149,5,0
5150,5,0
5151,2,0
5152,5,0
5153,5,0
5154,2,0
5155,3,0
5156,3,0
5158,3,0
5160,3,0
5161,3,0
5162,3,0
5163,3,0
5164,3,0
5165,3,0
5166,4,0
5167,4,0
5168,4,0
5169,4,0
5170,4,0
5171,3,0
5173,3,0
5174,3,0
5175,3,0
5177,4,0
5178,4,0
5179,4,0
5180,4,0
5181,4,0
5182,5,0
5183,5,0
5184,5,0
5187,5,0
5190,4,0
5191,4,0
5193,4,0
5195,4,0
5196,5,0
5200,7,0
5201,6,0
5202,6,0
5203,4,0
5206,4,0
5207,1,0
5208,1,0
5210,1,0
5211,1,0
5212,2,0
5213,2,0
5215,4,0
5216,4,0
5217,4,0
5221,4,0
5222,4,0
5230,4,0
5239,1,0
5240,1,0
5241,1,0
5242,1,0
5243,1,0
5244,3,0
5245,2,0
5246,2,0
5247,3,0
5250,1,0
5253,4,0
5254,4,0
5255,4,0
5256,1,0
5257,4,0
5263,2,0
5264,2,0
5266,1,0
5268,2,0
5269,2,0
5270,2,0
5271,2,0
5273,2,0
5274,2,0
5275,2,0
5276,2,0
5278,1,0
5279,1,0
5280,1,0
5282,1,0
5283,1,0
5284,1,0
5285,1,0
5295,4,0
5296,4,0
5297,4,0
