330,5,6
352,5,0
369,6,5
401,1,2
482,5,0
532,5,0
579,6,5
712,6,0
721,0,4
725,0,5
755,6,0
767,7,0
771,1,0
774,4,0
783,5,2
824,1,0
826,0,5
940,3,0
941,5,0
972,6,0
1045,3,0
1077,6,0
1079,6,0
1094,6,0
1117,6,0
1176,4,0
1218,3,0
1282,4,0
1323,6,0
1352,0,4
1379,2,0
1406,1,0
1411,4,7
1537,5,6
1577,6,0
1595,7,4
1610,5,2
1658,1,0
1662,3,0
1686,1,0
1720,7,0
1774,4,7
1775,4,0
1776,4,0
1780,1,0
1833,1,0
1853,2,0
1874,2,0
1885,3,0
1961,2,0
1983,3,2
1994,2,0
1997,2,0
1998,3,2
2003,2,0
2012,6,0
2045,1,0
2047,7,0
2120,3,1
2159,2,0
2168,7,0
2200,5,0
2204,1,0
2206,5,0
2213,5,0
2214,3,0
2224,3,0
2226,5,0
2239,1,0
2251,1,0
2257,7,0
2266,2,0
2276,6,0
2278,2,0
2280,2,0
2283,2,0
2288,2,0
2291,7,0
2311,2,0
2313,6,0
2315,6,0
2316,6,0
2326,3,1
2351,4,0
2355,6,0
2368,6,0
2390,1,0
2409,5,2
2422,1,0
2446,5,0
2451,3,0
2457,5,0
2488,3,2
2502,3,0
2512,3,0
2515,3,0
2548,1,0
2554,5,2
2620,2,0
2631,6,0
2665,7,0
2677,7,0
2704,5,0
2742,6,0
2773,6,0
2779,6,0
2789,5,0
2810,1,0
2817,5,0
2820,6,0
2867,6,0
2880,1,0
2882,1,0
2909,1,2
2942,6,0
2944,6,0
2997,0,7
2999,7,0
3011,2,0
3030,4,0
3035,5,0
3044,6,0
3049,6,0
3051,2,0
3055,1,0
3076,5,0
3095,3,1
3131,5,0
3162,7,0
3187,7,0
3190,1,0
3213,5,0
3216,3,0
3218,4,0
3222,6,0
3255,5,0
3260,3,0
3267,5,0
3273,2,0
3280,5,0
3286,4,0
3293,6,0
3305,5,0
3306,5,0
3309,2,0
3314,3,0
3331,0,4
3336,5,0
3338,5,0
3342,7,0
3355,4,0
3364,4,0
3377,1,0
3379,0,1
3448,6,0
3449,4,7
3474,5,0
3487,4,0
3502,5,0
3503,3,2
3504,4,0
3509,6,0
3517,5,0
3523,5,0
3524,5,2
3525,4,0
3527,4,0
3536,3,0
3540,2,0
3546,1,4
3550,4,0
3555,4,0
3570,2,0
3574,1,0
3576,1,0
3577,4,0
3580,7,0
3594,5,0
3596,3,0
3601,6,0
3604,5,0
3605,6,0
3617,3,0
3620,3,0
3630,1,0
3631,4,0
3642,1,0
3672,0,1
3678,5,0
3690,1,0
3691,2,0
3696,3,0
3701,3,0
3703,6,0
3705,0,5
3709,6,0
3715,1,0
3716,6,0
3720,4,0
3753,6,0
3786,5,0
3794,3,0
3810,3,0
3812,3,0
3819,3,0
3833,7,0
3834,4,0
3835,6,0
3855,6,0
3856,6,0
3870,6,0
3872,4,0
3873,4,0
3875,7,0
3880,6,5
3895,7,0
3901,5,0
3909,2,0
3910,6,5
3916,1,0
3925,2,0
3928,5,0
3930,6,0
3940,7,0
3942,1,0
3945,6,0
3952,7,6
3958,6,0
3970,5,0
3971,5,0
3972,5,0
3986,6,0
4000,6,0
4001,6,0
4004,7,0
4009,6,0
4014,1,0
4017,1,0
4031,6,0
4032,6,0
4035,7,0
4036,2,0
4038,5,0
4039,3,0
4043,5,0
4045,4,0
4046,6,0
4047,6,0
4048,5,0
4051,6,0
4055,4,0
4059,2,0
4063,2,0
4066,6,0
4074,6,0
4075,6,0
4081,5,0
4088,4,0
4090,5,0
4092,5,0
4096,6,0
4100,5,0
4101,6,0
4105,6,0
4108,3,0
4115,1,0
4120,4,0
4123,2,0
4129,5,0
4131,3,0
