0.000000,1.290980,0.663352,0.185954,0.990234,0.398242,0.547802,0.615957
1.000000,0.065464,0.992188,0.062401,0.988281,0.398242,0.575748,0.628663
2.000000,0.040688,0.990294,0.044582,0.988281,0.398242,0.586181,0.632244
3.000000,0.036399,0.990767,0.037123,0.990234,0.398242,0.592589,0.636199
4.000000,0.033605,0.991004,0.046691,0.987305,0.398242,0.596960,0.640780
5.000000,0.034873,0.991241,0.037343,0.990234,0.398242,0.602125,0.645518
6.000000,0.030257,0.992188,0.039766,0.990234,0.398242,0.604768,0.648368
7.000000,0.031462,0.991004,0.046791,0.990234,0.398242,0.609355,0.652200
8.000000,0.031042,0.991477,0.037988,0.990234,0.398242,0.611700,0.658100
9.000000,0.030277,0.991477,0.037644,0.989258,0.398242,0.613688,0.664381
10.000000,0.027078,0.991714,0.042901,0.988281,0.398242,0.617502,0.671810
11.000000,0.029641,0.991477,0.037895,0.988281,0.398242,0.620211,0.675611
12.000000,0.028565,0.991004,0.048826,0.987305,0.398242,0.623103,0.681211
13.000000,0.027356,0.991951,0.030777,0.992188,0.398242,0.625587,0.683785
14.000000,0.027348,0.992188,0.037633,0.990234,0.398242,0.628495,0.688402
15.000000,0.026422,0.991241,0.044723,0.989258,0.398242,0.630252,0.693571
16.000000,0.025505,0.993134,0.034337,0.989258,0.398242,0.632090,0.699366
17.000000,0.025612,0.992661,0.039221,0.988281,0.398242,0.634022,0.701140
18.000000,0.024226,0.993134,0.038427,0.988281,0.398242,0.638392,0.703101
19.000000,0.024587,0.993371,0.031813,0.988281,0.398242,0.640031,0.708009
20.000000,0.026359,0.992898,0.039400,0.989258,0.398242,0.642380,0.710690
21.000000,0.023556,0.993371,0.037159,0.989258,0.398242,0.647219,0.713129
22.000000,0.024872,0.991951,0.033139,0.989258,0.398242,0.647226,0.722391
23.000000,0.023959,0.992188,0.037473,0.988281,0.398242,0.650129,0.725952
24.000000,0.024259,0.992898,0.034877,0.987305,0.398242,0.649942,0.727541
25.000000,0.022636,0.992898,0.030296,0.992188,0.398242,0.650805,0.733523
26.000000,0.022176,0.993845,0.038041,0.989258,0.398242,0.652534,0.735396
27.000000,0.023605,0.991241,0.042560,0.988281,0.398242,0.657459,0.743929
28.000000,0.020688,0.992898,0.031211,0.991211,0.398242,0.660845,0.749752
29.000000,0.023908,0.991951,0.033829,0.989258,0.398242,0.662057,0.753291
30.000000,0.021543,0.993134,0.034259,0.990234,0.398242,0.663152,0.757106
31.000000,0.020584,0.991951,0.035644,0.988281,0.398242,0.667266,0.760645
32.000000,0.021753,0.992661,0.035002,0.988281,0.398242,0.673080,0.765636
33.000000,0.022072,0.992424,0.034912,0.989258,0.398242,0.673293,0.768290
34.000000,0.020040,0.993134,0.033959,0.989258,0.398242,0.673842,0.771935
35.000000,0.020286,0.992424,0.031887,0.988281,0.398242,0.678537,0.776950
36.000000,0.022148,0.992188,0.030001,0.990234,0.398242,0.680398,0.785922
37.000000,0.019530,0.993608,0.025542,0.991211,0.398242,0.682185,0.790108
38.000000,0.020013,0.993845,0.036419,0.988281,0.398242,0.682488,0.793297
39.000000,0.017522,0.993608,0.029269,0.991211,0.398242,0.686777,0.806824
40.000000,0.019849,0.992424,0.030475,0.987305,0.398242,0.688388,0.810320
41.000000,0.019952,0.991241,0.031297,0.989258,0.398242,0.692856,0.815381
42.000000,0.019771,0.992424,0.033815,0.987305,0.398242,0.697211,0.825615
43.000000,0.017947,0.993845,0.028593,0.989258,0.398242,0.699698,0.833757
44.000000,0.017371,0.993371,0.031021,0.990234,0.398242,0.700577,0.840340
45.000000,0.018885,0.993371,0.029763,0.988281,0.398242,0.708092,0.845528
46.000000,0.017344,0.991714,0.028809,0.990234,0.398242,0.708244,0.851495
47.000000,0.017228,0.992424,0.027646,0.991211,0.398242,0.709628,0.856454
48.000000,0.018166,0.993134,0.026088,0.990234,0.398242,0.713431,0.863479
49.000000,0.017084,0.994555,0.030357,0.989258,0.398242,0.716737,0.867501
