0.000000,2.065774,0.170691,2.055288,0.167969,0.065515,0.076646,0.046297
1.000000,2.056519,0.171875,2.044619,0.167969,0.187129,0.197166,0.144735
2.000000,1.974862,0.177794,1.794625,0.211914,0.344670,0.351126,0.271337
3.000000,1.686205,0.255682,1.604593,0.269531,0.431132,0.420201,0.320242
4.000000,1.558958,0.283617,1.487430,0.341797,0.479165,0.459231,0.336628
5.000000,1.461939,0.390388,1.375929,0.468750,0.522611,0.497516,0.351937
6.000000,1.337454,0.480587,1.263471,0.525391,0.571673,0.551501,0.383617
7.000000,1.219683,0.504261,1.142397,0.524414,0.605313,0.606041,0.419068
8.000000,1.164064,0.507102,1.109364,0.525391,0.625402,0.636187,0.430245
9.000000,1.144006,0.514915,1.092527,0.546875,0.632746,0.652332,0.431945
10.000000,1.094101,0.584991,0.980144,0.717773,0.638306,0.670341,0.429335
11.000000,0.902950,0.740057,0.773121,0.821289,0.677893,0.709393,0.435446
12.000000,0.714072,0.824811,0.603761,0.851562,0.722988,0.758850,0.454299
13.000000,0.583511,0.835464,0.490547,0.853516,0.757453,0.807333,0.469194
14.000000,0.498927,0.843513,0.431983,0.856445,0.780353,0.846404,0.477997
15.000000,0.453495,0.838305,0.404483,0.856445,0.792459,0.874867,0.480714
16.000000,0.436475,0.844223,0.417132,0.856445,0.795391,0.890812,0.481155
17.000000,0.436150,0.843040,0.399731,0.855469,0.800753,0.903653,0.483782
18.000000,0.421926,0.844697,0.381000,0.857422,0.801789,0.916174,0.481763
19.000000,0.425944,0.844460,0.412554,0.850586,0.801551,0.928246,0.474138
20.000000,0.412419,0.842330,0.388365,0.857422,0.807839,0.936099,0.470948
21.000000,0.409083,0.849432,0.393501,0.851562,0.801587,0.945877,0.467268
22.000000,0.413886,0.842093,0.373158,0.857422,0.805917,0.949781,0.464892
23.000000,0.410823,0.844934,0.382373,0.858398,0.807881,0.955195,0.461101
24.000000,0.411194,0.850379,0.421603,0.851562,0.810832,0.960544,0.458290
25.000000,0.410663,0.849432,0.379896,0.859375,0.822598,0.966106,0.455332
26.000000,0.406339,0.845644,0.368797,0.856445,0.819517,0.970786,0.452022
27.000000,0.405821,0.844460,0.369143,0.858398,0.822430,0.974002,0.448459
